gse_id,title,taxon,entrytype,n_ftp_files,ftp_error,ftp_files,interesting_files,has_de_keyword,known_active_paper_id,queries
GSE271157,Efficient mouse embryo models from stem cells for environmental studies,Mus musculus,GSE,2,,GSE271157_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE271367,Enhancing tumor response to adoptive T cell therapy by targeting PHD2/3 in CD8 T cells,Mus musculus,GSE,1,,GSE271367_raw_counts.tsv.gz,GSE271367_raw_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE271612,Effect of hypoxia on gene expression in Hep3B cells,Homo sapiens,GSE,1,,GSE271612_N20_vs_N01.annotation.xlsx,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE272491,The effect of chronic intermittent hypoxia (CIH) on amyloid pathology in 5XFAD mice,Mus musculus,GSE,4,,GSE272491_F_fpkm.txt.gz;GSE272491_F_genecount.txt.gz;GSE272491_M_fpkm.txt.gz;GSE272491_M_genecount.txt.gz,GSE272491_F_fpkm.txt.gz;GSE272491_F_genecount.txt.gz;GSE272491_M_fpkm.txt.gz;GSE272491_M_genecount.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE272838,"Inhibitor of DNA binding-1, a master regulator of vasculogenic mimicry by cancer cells.",Homo sapiens,GSE,3,,GSE272838_RAW.tar;GSE272838_combined_counts.tsv.gz;filelist.txt,GSE272838_combined_counts.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE272860,Hypoxia promotes airway differentiation in the human lung epithelium [Bulk RNA-seq],Homo sapiens,GSE,1,,GSE272860_salmon.merged.gene_counts.csv.gz,GSE272860_salmon.merged.gene_counts.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE273089,Hypoxia promotes airway differentiation in the human lung epithelium,Homo sapiens,GSE,2,,GSE273089_Parse_sample_loading_information.txt.gz;GSE273089_seurat_obj_clustered_1.RDS.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE273769,"The PLK1 Inhibitor Onvansertib in Combination with FOLFIRI and Bevacizumab in Second-line Treatment of KRAS-mutant Metastatic Colorectal Cancer: A Single-Arm, Phase II Trial.",Homo sapiens,GSE,1,,GSE273769_HCT116_SW620_RNASeq_samples_normalized_counts_4hr.csv.gz,GSE273769_HCT116_SW620_RNASeq_samples_normalized_counts_4hr.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE273808,Hypoxia impedes differentiation of cranial neural crest cells into derivatives relevant for palatogenesis,Mus musculus,GSE,11,,GSE273808_norm_counts_Hypo_ChondrvsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_ChondrvsNorm_Chondr.csv.gz;GSE273808_norm_counts_Hypo_OsteovsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_OsteovsNorm_Osteo.csv.gz;GSE273808_norm_counts_Hypo_ProlifvsNorm_Prolif.csv.gz;GSE273808_norm_counts_Hypo_SMvsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_SMvsNorm_SM.csv.gz;GSE273808_norm_counts_Norm_ChondrvsNorm_Prolif.csv.gz;GSE273808_norm_counts_Norm_OsteovsNorm_Prolif.csv.gz;GSE273808_norm_counts_Norm_SMvsNorm_Prolif.csv.gz;GSE273808_rawcts_prefilt2.csv.gz,GSE273808_norm_counts_Hypo_ChondrvsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_ChondrvsNorm_Chondr.csv.gz;GSE273808_norm_counts_Hypo_OsteovsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_OsteovsNorm_Osteo.csv.gz;GSE273808_norm_counts_Hypo_ProlifvsNorm_Prolif.csv.gz;GSE273808_norm_counts_Hypo_SMvsHypo_Prolif.csv.gz;GSE273808_norm_counts_Hypo_SMvsNorm_SM.csv.gz;GSE273808_norm_counts_Norm_ChondrvsNorm_Prolif.csv.gz;GSE273808_norm_counts_Norm_OsteovsNorm_Prolif.csv.gz;GSE273808_norm_counts_Norm_SMvsNorm_Prolif.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE274183,A novel noninvasive murine model of neonatal hypoxic ischemic encephalopathy demonstrates developmental delay and motor deficits with activation of inflammatory pathways in monocytes [scRNA-seq],Mus musculus,GSE,2,,GSE274183_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE274879,Loss of LDOC1 by chromatin compaction in mesenchymal tumor cells is required for PFA1 ependymoma growth [RNA-seq],Homo sapiens,GSE,1,,GSE274879_PLX091111_assay_data.csv.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE275007,Loss of LDOC1 by chromatin compaction in mesenchymal tumor cells is required for PFA1 ependymoma growth,Homo sapiens,GSE,2,,GSE275007_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE275484,A functional subpopulation of human glioma associated macrophages linked to malignant glioma progression -RNA-seq,Homo sapiens,GSE,3,,GSE275484_RAW.tar;GSE275484_raw_counts_allsamples.csv.gz;filelist.txt,GSE275484_raw_counts_allsamples.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE275713,A novel noninvasive murine model of neonatal hypoxic ischemic encephalopathy demonstrates developmental delay and motor deficits with activation of inflammatory pathways in monocytes,Mus musculus,GSE,2,,GSE275713_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE275812,Circadian Dysfunction in Skeletal Muscle Impairs Limb Perfusion and Muscle Regeneration in Peripheral Artery Disease [Myotube-RNAseq],Mus musculus,GSE,1,,GSE275812_MT_rsem_normalizedcounts.txt.gz,GSE275812_MT_rsem_normalizedcounts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE278149,Multi-omic profiling unveils molecular landscapes and heterogeneous tumor microenvironment in sinonasal squamous cell carcinoma,Homo sapiens,GSE,2,,GSE278149_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE278541,Enhanced relevance of hypoxia-induced in vitro models in mimicking liver fibrosis pathways,Homo sapiens,GSE,3,,GSE278541_RAW.tar;GSE278541_merged.counts.tsv.gz;filelist.txt,GSE278541_merged.counts.tsv.gz,False,False,"""hypoxia"" ""DESeq2"" ""GSE"" ""Homo sapiens"""
GSE279430,Enhancing Proteasome Activity in T Cells Alleviates Exhaustion and Improves Antitumor Immunity,Homo sapiens,GSE,1,,GSE279430_AP-11-A_counts.txt.gz,GSE279430_AP-11-A_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE279536,Hypoxic stress dysregulates functions of glioma-associated myeloid cells through epigenomic and transcriptional programs [RNA-seq],Mus musculus,GSE,5,,GSE279536_BMDM_ctrl_cc_raw_counts.csv.gz;GSE279536_BV2_BMDM_Pano_raw_counts.csv.gz;GSE279536_RAW.tar;GSE279536_raw_counts_GL261_BV2.txt.gz;filelist.txt,GSE279536_BMDM_ctrl_cc_raw_counts.csv.gz;GSE279536_BV2_BMDM_Pano_raw_counts.csv.gz;GSE279536_raw_counts_GL261_BV2.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE279572,Candida albicans drives colorectal cancer progression by inducing hypoxia signaling,Homo sapiens,GSE,1,,GSE279572_HCT116.raw.count.matrix.gz,GSE279572_HCT116.raw.count.matrix.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE280308,Normoxia and Hypoxia transcriptomics,Homo sapiens,GSE,2,,GSE280308_FPKM_allsamples.txt.gz;GSE280308_counts_anno.txt.gz,GSE280308_FPKM_allsamples.txt.gz;GSE280308_counts_anno.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE280337,Endothelial FUNDC1 Deficiency Drives Pulmonary Hypertension [scRNA-seq],Mus musculus,GSE,2,,GSE280337_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE281346,IL-17A stimulates erythropoiesis by tuning the Erythropoietin-feedback circuit,Mus musculus,GSE,9,,GSE281346_Library_barcodes.csv.gz;GSE281346_Sample_hashing_barcodes.csv.gz;GSE281346_aggregation.csv.gz;GSE281346_gex_barcodes.tsv.gz;GSE281346_gex_features.tsv.gz;GSE281346_gex_matrix.mtx.gz;GSE281346_ht_barcodes.tsv.gz;GSE281346_ht_features.tsv.gz;GSE281346_ht_matrix.mtx.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE281533,Transcriptome Analysis of Fibroblasts in Hypoxia-Induced Vascular Remodeling: Functional Roles of CD26/DPP4,Homo sapiens,GSE,2,,GSE281533_all.count_DK23273.xlsx;GSE281533_all.rpm_DK23273.xlsx,GSE281533_all.count_DK23273.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE281540,Adenosine to Inosine RNA editing level in mouse lungs from Adar1 K999N mutants or hypoxia-exposed mice,Mus musculus,GSE,2,,GSE281540_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE281541,Adenosine to Inosine RNA editing level in ADAR1-deficient or hypoxia-exposed human pulmonary artery endothelial cells,Homo sapiens,GSE,2,,GSE281541_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE282023,RNA-Seq analysis of mouse immortalized fibroblasts derived from WT or mir210lox/lox mice and cultured in low or high oxygen conditions,Mus musculus,GSE,1,,GSE282023_NormalizedTableCount_RNA.txt.gz,GSE282023_NormalizedTableCount_RNA.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE282352,Unraveling Hypoxia-Driven Gene and Methylation Signatures in Meningioma: Identifying Novel Biomarkers and Therapeutic Targets,Homo sapiens,GSE,2,,GSE282352_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE282549,miR-210 Locus Deletion Disrupts Cellular Homeostasis; An Integrated Genetic Study,Homo sapiens,GSE,2,,GSE282549_hypoxia_raw_counts.txt.gz;GSE282549_normoxia_raw_counts.txt.gz,GSE282549_hypoxia_raw_counts.txt.gz;GSE282549_normoxia_raw_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE283363,MYLIP attenuates hypoxia tolerance by inducing K27-linked polyubiquitination and subsequent proteasomal degradation of HIF-α,Megalobrama amblycephala,GSE,3,,GSE283363_readcount.xls.gz;GSE283363_rowmeans_fpkm_filtered.xls.gz;GSE283363_unigene.fasta.gz,GSE283363_readcount.xls.gz;GSE283363_rowmeans_fpkm_filtered.xls.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE283567,"Vascular EC-SOD limits the accumulation, proinflammatory profibrotic reprogramming, and hyaluronan binding of  interstitial macrophages in hypoxia",Mus musculus,GSE,1,,GSE283567_normalized_counts_ECSODSMCKO.xlsx,GSE283567_normalized_counts_ECSODSMCKO.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE285077,Chromatin-associated lncRNA-splicing factor condensates regulate hypoxia responsive RNA processing of genes pre-positioned near nuclear speckles [RNA-seq],Homo sapiens,GSE,7,,GSE285077_293T_MALAT1_RNAseq_gene_count.txt.gz;GSE285077_293T_SRSF1_RNAseq_gene_count.txt.gz;GSE285077_MCF7_MALAT1KO_RNAseq_gene_count.txt.gz;GSE285077_MCF7_MALAT1_RNAseq_gene_count.txt.gz;GSE285077_MCF7_SRSF1_RNAseq_gene_count.txt.gz;GSE285077_RAW.tar;filelist.txt,GSE285077_293T_MALAT1_RNAseq_gene_count.txt.gz;GSE285077_293T_SRSF1_RNAseq_gene_count.txt.gz;GSE285077_MCF7_MALAT1KO_RNAseq_gene_count.txt.gz;GSE285077_MCF7_MALAT1_RNAseq_gene_count.txt.gz;GSE285077_MCF7_SRSF1_RNAseq_gene_count.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE285088,Chromatin-associated lncRNA-splicing factor condensates regulate hypoxia responsive RNA processing of genes pre-positioned near nuclear speckles [eCLIP-seq],Homo sapiens,GSE,8,,GSE285088_293T_H1_annotated_peaks.csv.gz;GSE285088_293T_H2_annotated_peaks.csv.gz;GSE285088_293T_N1_annotated_peaks.csv.gz;GSE285088_293T_N2_annotated_peaks.csv.gz;GSE285088_MCF7_H1_annotated_peaks.csv.gz;GSE285088_MCF7_H2_annotated_peaks.csv.gz;GSE285088_MCF7_N1_annotated_peaks.csv.gz;GSE285088_MCF7_N2_annotated_peaks.csv.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE285641,Salmonella Typhi gut invasion drives hypoxic immune subsets associated with disease outcomes,Homo sapiens,GSE,1,,GSE285641_data_matrix_hypoxia.txt.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE285647,Salmonella Typhi gut invasion drives hypoxic immune subsets associated with disease outcomes,Mus musculus; Homo sapiens,GSE,2,,GSE285647_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE285795,Hypoxia LUAD H1975 cell-derived exosomal miR-671-3p promotes angiogenesis via regulating KLF2-VEGFR2 axis,Homo sapiens,GSE,4,,GSE285795_mRNA-FPKM.txt.gz;GSE285795_mRNA-counts.txt.gz;GSE285795_miRNA-TPM.txt.gz;GSE285795_miRNA-counts.txt.gz,GSE285795_mRNA-FPKM.txt.gz;GSE285795_mRNA-counts.txt.gz;GSE285795_miRNA-TPM.txt.gz;GSE285795_miRNA-counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE285894,Nascent RNA m6A modification are involved in T cell activation gene signature under Hypoxia in CRPC-V16A,Homo sapiens,GSE,8,,GSE285894_Hypoxia_IP_merged_sorted_pileup_normed.bw;GSE285894_Hypoxia_Input_merged_sorted_pileup_normed.bw;GSE285894_Hypoxia_m6A_peaks_sorted_named.bed.gz;GSE285894_Normoxia_IP_merged_sorted_pileup_normed.bw;GSE285894_Normoxia_Input_merged_sorted_pileup_normed.bw;GSE285894_Normoxia_m6A_peaks_sorted_named.bed.gz;GSE285894_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE286526,Effect of chronic hypoxia and role of stearoyl-CoA desaturase 1 (SCD1) on the inflammatory response of human primary macrophages,Homo sapiens,GSE,1,,GSE286526_Normalized_counts_of_all_samples.xlsx,GSE286526_Normalized_counts_of_all_samples.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE288269,Hypoxia-inducible factor 2α promotes protective Th2 cell responses during intestinal helminth infection [RNA-seq],Mus musculus,GSE,2,,GSE288269_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE288270,Hypoxia-inducible factor 2α promotes protective Th2 cell responses during intestinal helminth infection.,Mus musculus,GSE,2,,GSE288270_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE288708,Human iPSC-cardiomyocyte models of insulin resistance demonstrate metabolic and contractile dysfunction that recapitulates diabetic cardiomyopathy,Homo sapiens,GSE,1,,GSE288708_all_sample_deseq.csv.gz,GSE288708_all_sample_deseq.csv.gz,True,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE288999,Super-Enhancer-driven LncRNA UNC5B-AS1 Inhibits Inflammatory Phenotypic Transition in Pulmonary Artery Smooth Muscle Cells via Lactylation,Homo sapiens,GSE,2,,GSE288999_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE289258,The role and mechanism of hypoxia in regulating parthanatos in hepatocellular carcinoma,Homo sapiens,GSE,2,,GSE289258_3BhypoxiaProcesseddata.xls.gz;GSE289258_H7hypoxiaProcesseddata.xls.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE290218,A smooth muscle cell lncRNA controls angiogenesis in chronic limb-threatening ischemia through a miR-143-3p/HHIP signaling axis,Mus musculus,GSE,3,,GSE290218_raw_counts_HvsN_.txt.gz;GSE290218_raw_counts_in_vitro.txt.gz;GSE290218_raw_counts_vivo.txt.gz,GSE290218_raw_counts_HvsN_.txt.gz;GSE290218_raw_counts_in_vitro.txt.gz;GSE290218_raw_counts_vivo.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE291410,"Redox Regulation of Lung Endothelial PERK, Unfolded Protein Response (UPR) and Proliferation via NOX1: Targeted Inhibition as a Potential Therapy for PAH",Homo sapiens,GSE,1,,GSE291410_Gene_Counts_RNASeq.xlsx,GSE291410_Gene_Counts_RNASeq.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE291655,Melatonin analog-agomelatine alleviates hypoxia-induced pulmonary arterial hypertension by activating mitophagy via the SIRT1/FoxO1/ULK1 signaling pathway,Homo sapiens,GSE,1,,GSE291655_AII_expression.xlsx,GSE291655_AII_expression.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE292263,Effect of hypoxia on murine splenic NK cells,Mus musculus,GSE,2,,GSE292263_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE292666,MYB and HIF1α crosstalk drives hypoxia-induced transcriptional reprogramming and adaptive signaling alterations in pancreatic cancer [RNA-seq],Homo sapiens,GSE,2,,GSE292666_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE292771,Inherent single-cell heterogeneity of the transcriptional response to hypoxia in cancer cells.,Homo sapiens,GSE,2,,GSE292771_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE292924,"Effects of Normoxia, Hypoxia, Oscillatory Hypoxia, and Lactate on Wild-Type, NOTCH1-Knockdown, and TP53-Knockdown MDA-MB-231 Cells",Homo sapiens,GSE,1,,GSE292924_tpm_mat.xlsx,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE293238,Impact of Hypoxia on Epstein-Barr Virus–Mediated B Cell Transformation,Homo sapiens,GSE,3,,GSE293238_RAW.tar;GSE293238_RNAseq_processed.xlsx;filelist.txt,GSE293238_RNAseq_processed.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE294174,Identification of SRSF9 through pooled shRNA screening links BNIP3 splicing to autophagy and metabolic reprogramming in breast cancer,Homo sapiens,GSE,2,,GSE294174_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE295461,RNA Sequencing Gene Expression Profiles in Wild-Type and MLK2 and MLK3 double knockout (MLK2-/-MLK3-/-) Mouse Lung Endothelial Cells Under Normoxic and Hypoxic Conditions,Mus musculus,GSE,1,,GSE295461_Transcript_FPKM.txt.gz,GSE295461_Transcript_FPKM.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE296191,Hypoxic regulation of chromatin and gene transcription [RNA-seq],Homo sapiens,GSE,2,,GSE296191_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE296192,Hypoxic regulation of chromatin and gene transcription,Homo sapiens,GSE,2,,GSE296192_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE296547,Hypoxia promotes airway differentiation in the human lung epithelium  [scRNAseq_hypoxia_AT2],Homo sapiens,GSE,2,,GSE296547_Parse_sample_loading_information.txt.gz;GSE296547_fdAT2_hypoxia_annotated.rds,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE296779,Effects of hypoxia on brain gene expression in a mouse model of Parkinson’s disease,Mus musculus,GSE,4,,GSE296779_pd_rna-seq.all_samples.raw_counts.csv.gz;GSE296779_pd_rna-seq.all_samples.tpm_counts.csv.gz;GSE296779_pd_rna-seq.filtered_samples.raw_counts.nonzero_protein_coding.batch_corrected.csv.gz;GSE296779_pd_rna-seq.filtered_samples.tpm_counts.nonzero_protein_coding.batch_corrected.csv.gz,GSE296779_pd_rna-seq.all_samples.raw_counts.csv.gz;GSE296779_pd_rna-seq.all_samples.tpm_counts.csv.gz;GSE296779_pd_rna-seq.filtered_samples.raw_counts.nonzero_protein_coding.batch_corrected.csv.gz;GSE296779_pd_rna-seq.filtered_samples.tpm_counts.nonzero_protein_coding.batch_corrected.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE298029,Chronic Intermittent Hypoxia Drives M1 Macrophage Polarization in Dorsal Root Ganglia,Mus musculus,GSE,2,,GSE298029_TPM_values_3.0.csv.gz;GSE298029_raw_counts_3.0.csv.gz,GSE298029_raw_counts_3.0.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE298138,RNA-seq analysis of MLO-Y4 cells under hypoxic conditions,Mus musculus,GSE,1,,GSE298138_RNAseq_data.xlsx,GSE298138_RNAseq_data.xlsx,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE298520,An engineered hypoxia-response promoter for human umbilical cord-derived mesenchymal stem cell-based therapeutics,Homo sapiens,GSE,1,,GSE298520_count.txt.gz,GSE298520_count.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE298563,Multi-omic profiling unveils molecular landscapes and heterogeneous tumor microenvironment in sinonasal squamous cell carcinoma [RPMI2650 bulk RNA-seq],Homo sapiens,GSE,1,,GSE298563_raw_counts.txt.gz,GSE298563_raw_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE298931,Neuregulin 4 and the Erb-B2 Receptor Promote Hypoxia-Induced Adipose Tissue Browning in Mice,Mus musculus,GSE,3,,GSE298931_RAW.tar;GSE298931_raw_counts.txt.gz;filelist.txt,GSE298931_raw_counts.txt.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE299396,Pseudohypoxic stabilization of HIF1α via suppression of cyclophilin D promotes metastasis of melanoma,Mus musculus,GSE,1,,GSE299396_All_samples_TPM_matrix.txt.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE300313,Hypoxia increases susceptibility of human intestinal epithelial cells to rotavirus infection through repression of interferon induction,Homo sapiens,GSE,2,,GSE300313_gene_count_GEO.csv.gz;GSE300313_gene_fpkm_GEO.csv.gz,GSE300313_gene_count_GEO.csv.gz;GSE300313_gene_fpkm_GEO.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE300330,Hypoxic stress dysregulates functions of glioma-associated myeloid cells through epigenomic and transcriptional programs,Mus musculus,GSE,2,,GSE300330_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE301350,Cell-Specific Transcriptomic and Mito-Nuclear Imbalance in Lungs Under Intermittent Hypoxia in Adult Male Mice. ,Mus musculus,GSE,2,,GSE301350_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE301479,RNA-seq analysis of pulmonary arterial smooth muscle cells (PASMCs) and bronchial smooth muscle cells (BSMCs) after pulmonary arterial hypertension (PAH) treatment,Mus musculus,GSE,1,,GSE301479_processed.txt.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE301598,Comparative single-cell transcriptomic analysis of human primary and stem cell-derived islets under acute hypoxia,Homo sapiens,GSE,2,,GSE301598_RAW.tar;filelist.txt,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens"
GSE302085,HIF-1alpha activity affects stem cell fate in patient-derived ileum organoids,Homo sapiens,GSE,1,,GSE302085_hypoxia_seurat.rds,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE302327,HIF-1alpha activity affects stem cell fate in patient-derived ileum organoids,Homo sapiens,GSE,1,,GSE302327_hypoxia_filtered_counts.csv.gz,GSE302327_hypoxia_filtered_counts.csv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE302604,Chronic intermittent hypoxia mimicking sleep apnea reshapes the liver circadian metabolic architecture,Mus musculus,GSE,2,,GSE302604_liverIH.tsv.gz;GSE302604_liverNO.tsv.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE302709,Bioengineered Extracellular Vesicles Co-delivering PD-L1 and miR-27a-3p Synergistically Reprogram T cells To Treat Inflammatory Bowel Disease [RNA-Seq],Homo sapiens,GSE,2,,GSE302709_raw_count_BMI_human_bulk.tsv.gz;GSE302709_raw_countmatrix_BMI_mscs.tsv.gz,GSE302709_raw_count_BMI_human_bulk.tsv.gz;GSE302709_raw_countmatrix_BMI_mscs.tsv.gz,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
GSE302803,Derivation of Genetically-Defined Murine Hepatoblastoma Cell Lines with Angiogenic Potential,Mus musculus,GSE,1,,GSE302803_salmon.merged.gene_tpm.tsv.gz,,False,False,"hypoxia normoxia ""Expression profiling by high throughput sequencing"" Homo sapiens | hypoxia normoxia ""Expression profiling by high throughput sequencing"" Mus musculus"
